#separator:tab
#html:true
#tags column:3
Welche Teilbereiche der IT-Forensik gibt es?	<ul><li>Datenträger Forensik</li><li>Mobil Forensik</li><li>Netzwerk Forensik</li><li>Mulitmedia Forensik</li><li>Cloud Forensik</li><li>Memory Forensik</li><li>Betriebssystem Forensik</li><li>IoT (Embedded) Forensik</li><li>Malware Forensik</li></ul>	
Was ist ein Forensisches Disk-Image-Format?	<b>Forensische Disk-Image-Formate</b><ul><li>Speziell für forensische Datensicherungen entwickelt (Logging, Integritätsprüfung etc.)</li><li>„Container“ für das 1-zu-1 Abbild</li><li>Speichert zusätzliche Informationen</li><li>Unterstützt Prüfsummen, Komprimierung, Verschlüsselung, Splitting in mehrere Dateien</li><li>Beispiel Expert Witness Format (EWF, .E01-Images)</li></ul>	
Erkläre eine logische Datensicherung.	<ul><li>Es werden nur bestimmte Verzeichnisse bzw. Dateien gesichert</li><li>Enthält keine nicht belegten Speicherbereiche und Slack-Spaces</li><li>Beim Sichern müssen Filesystem-Berechtigungen beachtet werden (Berechtigungsprobleme!)</li></ul>Einsatz hauptsächlich wenn :<br><ul><li>zu viele Daten um alles zu sichern (bspw. Netzlaufwerke, Datenbankserver)</li><li>nur sehr wenige Daten müssen gesichert werden</li><li>System ist zu wichtig zum Ausschalten</li><li>vollständige Datensicherung nicht möglich (z.B. verschlüsseltes System ohne bekanntes Passwort)</li><li>gesetzliche Einschränkungen</li><li>System enthält Daten von mehreren Kunden</li></ul>	
Was ist ein Write Blocker und welche Typen gibt es?	<b>Write Blocker</b><ul><li>werden zwischen Festplatte und Hostsystem geschaltet</li><li>unterdrücken Schreibzugriffe auf die Festplatte</li><li>Write Blocker gibt es für alle gängigen Interfaces</li><li>IDE, SATA, USB, Firewire SAS ....</li><li>werden auch als Forensic Bridge bezeichnet</li></ul><b>Typen</b><ul><li>Hardware Write Blocker</li><li>Software Write Blocker</li></ul>	
Wie funktioniert ein Hardware Write Blocker?	"<img src=""paste-da366da165a07511b0158b09dbd5092574e8ba17.jpg"">"	
Wie funktioniert ein Software Write Blocker?	"<img src=""paste-817995f1e2565f546919011af70a95fdb3b0655b.jpg"">"	
Was passiert nach der Datensicherung?	<b>Verifikation der Datensicherung</b><ul><li>Prüfsumme (MD5 bzw. SHA1) der Datensicherung und des originalen Datenträgers</li><li>Stimmen die Prüfsummen überein, war die Datensicherung erfolgreich</li></ul><b>Die Verifikation kann anschließend bei Bedarf immer wieder durchgeführt werden</b><ul><li>Vor allem nach jedem Kopieren über unterschiedliche Medien hinweg (bspw. von USB-Festplatte auf Netzlaufwerk), sollte die Integrität überprüft werden</li></ul><b>Versiegelung des Datenträgers (falls notwendig bzw. möglich)<br><br>Dokumentation der durchgeführten Arbeitsschritte<br><br>Backups der Datensicherung erstellen!!</b><br>	
"<div>Was
ist eine Spur?&nbsp;</div>"	"<div>materiellen
Veränderungen, die im Zusammenhang mit einem relevanten Ereignis entstanden
sind und zur Tataufklärung beitragen können, da Rückschlüsse auf den Tatablauf,
die Tatumstände sowie Hinweise auf den / die Täter gezogen werden können.</div>"	
"<div>Welche
Arten von Spuren gibt es?</div>"	"<div><b>Technische
Formspuren:</b>
Veränderungen an Personen und / oder Sachen bzw. Objekte</div>
<div><b>Materialspuren:</b> Rückstände eines Gegenstandes (z. B.
Abriebe, Anriebe, Späne)</div>
<div><b>Digitale
Spuren:</b> basieren auf
Daten, die in Computersystemen gespeichert sind oder zwischen Ihnen übertragen
wurden. Dabei sind digitale Spuren nicht mit materiellen Spuren gleichzusetzen.
Digitale Spuren werden erst durch ihre Interpretation von physischen Spuren
über unterschiedliche Interpretationsebenen zu einer verwertbaren digitalen
Spur.</div>"	
"<div>Was
ist ein Indiz?</div>"	"<div>Ist ein
Hinweis, der für sich allein oder in einer Gesamtheit mit anderen Indizien den
Rückschluss auf das Vorliegen einer Tatsache/Sachverhalts zulässt.</div>"	
Was ist ein Beweis?	"Feststellung
eines Sachverhalts als Tatsache in einem Gerichtsverfahren aufgrund
richterlicher Überzeugung"	
"<div>Welche
Anforderungen gibt es an Ermittlungen?</div>"	"<div><b>Akzeptanz:</b> Es müssen allgemein anerkannte
Methoden verwendet werden, deren Verwendbarkeit nicht in Frage gestellt wird. </div>
<div>• <b>Glaubwürdigkeit:</b>
Die Analyseschritte müssen nachvollziehbar sein. Die Funktionalität und
Robustheit der Methoden muss nachweisbar sein. </div>
<div>• <b>Wiederholbarkeit:</b>
Alle durchgeführte Schritte müssen von unabhängigen Dritten wiederholbar sein
und die gleichen Ergebnisse liefern. </div>
<div>• <b>Integrität:
</b>Die Integrität der Daten muss zu jedem Zeitpunkt gesichert und nachweisbar
sein. </div>
<div>• <b>Ursache
und Auswirkung</b>: Durch die Auswahl der Methoden müssen logisch,
nachvollziehbare Verbindungen zwischen Personen, Ereignisse und Beweisspuren
hergestellt werden. •</div>
<div><b>&nbsp;Dokumentation</b>: Jede Tätigkeit im Prozess muss
angemessen dokumentiert werden.</div>"	
"<div>Wie
läuft das SAP-Modell Forensik-Prozess ab?</div>"	"<div>1.&nbsp;&nbsp;&nbsp; <b>Secure:</b></div>
<div>.&nbsp; &nbsp;&nbsp;„Tatort“ und Untersuchungsbereich absichern</div>
<div>&nbsp; &nbsp;&nbsp;● Beweisspuren sorgfältig sichern </div>
<div>&nbsp; &nbsp; ●
Integrität der Daten bewahren bzw. nachweisen </div>
<div>&nbsp; ●
Rechtmäßigkeit beachten</div>
<div>2.&nbsp;&nbsp;&nbsp;<b> &nbsp;Analyze</b></div>
<div>&nbsp; &nbsp; ●
Spuren sorgfältig auswerten </div>
<div>.&nbsp;&nbsp; ●
Ergebnisse objektiv bewerten</div>
<div>&nbsp; &nbsp;&nbsp;&nbsp;● Schlüsse kritisch hinterfragen</div>
<div>&nbsp; <b>&nbsp;3. Present</b></div>
<div>&nbsp; &nbsp; Detaillierungsgrad
und Methoden sind abhängig von der Fragestellung </div>
<div>&nbsp; &nbsp;●
Erkenntnisse schlüssig und nachvollziehbar dokumentieren </div>
<div>&nbsp; &nbsp;●
Erkenntnisse überzeugend zielgruppenorientiert präsentieren</div>"	
"<div>Welche
Areten von Beweismittel gibt es?</div>"	"<div>•<b> Physikalische</b> – Dokumente </div>
<div>• <b>Elektronische</b> – Flüchtige, fragile und temporär
zugreifbare Daten – Persistente Daten</div>"	
"<div>Was
sind Strukturierte Daten</div>"	"<div>• Die Daten
weisen eine gleichartige Struktur auf. </div>
<div>•
Typischerweise Datenbanken oder Buchhaltungsdaten</div>
<div>ERP-Systeme,
Datenbanken</div>"	
"<div>Unstrukturierte
Daten</div>"	"<div>• Keine
Struktur zur automatisierten Analyse nutzbar</div>
<div>&nbsp;• Beispielsweise Dokumente, beliebige Texte,
Grafiken</div>
<div>Word,
E-Mail,PPT,PDF,Excel, Textdateien</div>"	
"<div>Semi-Strukturierte
Daten</div>"	"<div>• Daten
können eine Struktur aufweisen </div>
<div>• Benötigen
Analyse vor der Verarbeitung </div>
<div>•
Beispielsweise HTML, XML, Protokolldateien</div>"	
"<div>Was
ist da Ziel von IT-Forensik?</div>"	"<div>Das Ziel der
IT-Forensik ist es, einen Sachverhalt (z.B. kriminelle Handlung) soweit wie
möglich nachweisen bzw. rekonstruieren zu können.</div>"	
"<div>Was
bedeutet Forensik?</div>"	"<div>Forensik im
alltäglichen Gebrauch bedeutet die Identifikation, Analyse und Rekonstruktion
von kriminellen Handlungen</div>"	
Welche Untergruppen der IT Forensensik gibt es?	"<div><b>Datenträger-Forensik</b></div>
<div><b>Mobile-Forensik</b></div>
<div><b>Cyber-Forensik</b> –
Aufklärung von Hacking-Angriffen</div>
<div><b>eDiscovery </b></div>
<div>– Daten lokalisieren,
sichern und durchsuchen um diese als Beweismittel in zivil</div>
<div>- oder strafrechtlichen
Verfahren anwenden zu können – Forensische Datenanalyse </div>
<div>– untersucht strukturierte
Daten nach Vorfällen wirtschaftskrimineller Handlungen.</div>"	
"<div>Wieso
ist es schwer das Nicht Existieren von Daten in der IT-Forensik zu beweisen`?</div>"	"<div>Mögliche Kritikpunkte </div>
<div>– Hat man nicht ordentlich
gesucht; </div>
<div>– Wurden die Daten
überschreiben oder absichtlich sicher gelöscht?</div>
<div>&nbsp;– Waren die Daten nie auf dem System
vorhanden? </div>
<div>• Unterscheidung quasi nicht möglich!</div>"	
"<div>Welche
Einsatzbereiche in der Welt hat die IT Forensik?</div>"	"<div>Klärung von Streitfragen zwischen Personen und
Unternehmen:</div>
<div>Als Sachverständiger für die Staatsanwaltschaft oder bei
Privatgutachten:</div>"	
"<div>Welche
Behörden Können Hausdurchsuchungen Durrchführen?</div>"	"<div>Europäische Kommission</div>
<div>Bundeswettbewerbsbehörde</div>
<div>Wirtschaftspolizei / Staatsanwaltschaft /
Korruptionsstaatsanwaltschaft</div>"	
"<div>Was
sind die Folgen von einem Verstoß gegen das Kartellrecht?</div>"	"<div>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
Geldbuße bis zu 10% des weltweiten
Jahresumsatzes der Unternehmensgruppe (Konzern) im letzten Geschäftsjahr</div>
<div>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
Imageverlust </div>
<div>• Sehr hoher finanzieller und zeitlicher Aufwand bei
einem Verfahren</div>
<div>• Schadenersatzforderungen von Kunden und Wettbewerbern</div>"	
"<div>Was
sind PST-Dateien in Outlook?</div>"	"<div>– Persönlicher Speicherordner wo Kopien von
E-Mail-Nachrichten, Kalenderereignisse und E-Mail-Regeln gespeichert werden </div>
<div>– Kann auch zur Erstellung von Sicherungskopien oder zum
Exportieren von Elementen des E-Mail-Kontos verwendet werden</div>"	
"<div>Was
sind OST-Dateien in Outlook?</div>"	"<div>– Speichert
Kopien von Elementen von IMAP- oder MAPI-Konten </div>
<div>–
OST-Dateien werden automatisch mit dem entsprechenden Mail-Server
synchronisiert (bei bestehender Internetverbindung)</div>"	
"<div>Wie
Unterscheiden sich von Pst Dateien – und OST Dateien</div>"	"<div>– PST-Dateien enthalten die tatsächlichen Daten,
wohingegen OST-Dateien die zwischengespeicherten Dateien enthalten. </div>
<div>– PST-Dateien können z.B. auf andere Computer verschoben
und importiert werden</div>"	
<div>Welche&nbsp; Wert haben Outlook OST-PST Datein für die Forensik</div>	"<div>–
Wiederherstellen von gelöschten E-Mail-Nachrichten </div>
<div>–
Wiederherstellen von gelöschten Kalenderereignissen</div>"	
"<div>Was
ist die Windows Registry und wie ist diese aufgebaut?</div>"	"<div>Besteht aus
Schlüsseln (Keys) und Einträgen (Entries oder Values)</div>
<div><b>Schlüssel</b>: ähnlich wie Ordner auf der
Dateiebene und beinhalten weitere Einträge und Unterschlüssel </div>
<div><b>•
Eintrag:</b>
Key-Value-Pair, wobei der Wert dieses Paares unterschiedliche Datentypen
aufweisen kann</div>"	
"<div>Welche
Hauptschlüssel hat die Windows Registry?#</div>"	"<div>HKEY_CLASSES_ROOT
(HKCR)</div>
<div>•
HKEY_CURRENT_USER (HKCU)</div>
<div>•
HKEY_LOCAL_MACHINE (HKLM)</div>
<div>• HKEY_USERS
(HKU)</div>
<div>•
HKEY_CURRENT_CONFIG (HKCC)</div>"	
"<div>Was
steht im HKEY_CLASSES_ROOT (HKCR) Registry?</div>"	"<div>–
Informationen zu Dateiendungen und unterstützte Dateitypen</div>"	
"<div>Was
steht im • HKEY_CURRENT_USER (HKCU)</div>"	"<div>–
Informationen des aktuell angemeldeten Benutzers </div>
<div>– Spiegelung
von HKEY_USERS\</div>"	
"<div>Was
steht im • HKEY_LOCAL_MACHINE (HKLM)</div>"	"<div>– Das ganze
System betreffende Informationen, nicht nur auf Benutzer bezogen</div>"	
"<div>Was
steht im HKEY_USERS (HKU)</div>"	"<div>– Schlüssel
der vorhandenen Benutzerkonten am System&nbsp;</div><div>– Jeder Benutzer hat einen eigenen
Security Identifier (SID)</div>"	
"<div>Was
steht im HKEY_CURRENT_CONFIG (HKCC)</div>"	"<div>– Spiegelung
von HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Hardware Profiles\Current</div>"	
"<div>Warum
wird Memory Forensics gemacht?</div>"	"<div>ALLES in
einem Betriebssystem durchläuft den Arbeitsspeicher in </div>
<div>Prozesse und
Threads </div>
<div>• Malware
(inkl. Rootkits) </div>
<div>•
Netzwerkverbindungen, -Sockets, -URLs, IP-Adressen</div>
<div>&nbsp;• Filehandles / offene Dateien</div>
<div>•
Benutzer-“Content“ – Passwörter, gecachte Informationen, Zwischenablage etc. </div>
<div>•
Schlüsselmaterial (z.B. Verschlüsselungsschlüssel) </div>
<div>• Software-
und Hardware-Konfigurationsinformationen </div>
<div>•
WINDOWS-Registry-Schlüssel und -Protokolle (z.B. Event Logs)</div>"	
"<div>Welche
Vorteile hat Memory Forensics?</div>"	"<div>• Gute
Fundstelle um maliziöse Aktivitäten von Software zu identifizieren</div>
<div>•
Analysemöglichkeiten und Nachverfolgung von kürzlichen Aktivitäten am System</div>
<div>• Sammlung
von Informationen/Beweisen, welche sonst nicht aufzufinden sind</div>"	
"<div>Wie
funktioniert Process Hiding?</div>"	"<div>Prozesse&nbsp;werden in Double Linked List gespeichert,
wenn ich Pointer des Vorgänger und Nachfolger Prozess verändere „existiert“
mein Prozess quasi nicht</div><div><img src=""paste-5634cd12e2decba7f3b2de02ad80487e216a18b7.jpg""><br></div>"	
<div>Was ist Partitionierung?</div>	"<div>Zusammenhängende Teil des Speicherplatzes eines Datenträgers</div>
<div>&nbsp;• Sind voneinander
unabhängig und werden vom Betriebssystem wie „eigene“ Laufwerke behandelt (
DualBoot) </div>
<div>• Eigenes Dateisystem pro Partition </div>
<div>• Steuerung und Adressierung der Partitionen über
Partitionstabelle (MBR, GPT, LVM, BSD) </div>
<div>• Softwarefehler sind in der Regel nicht
partitionsübergreifend </div>
<div>• Erlaubt Software-seitige Verschlüsselung einzelner
Bereiche einer Festplatte </div>
<div>• Erlaubt eine besserer Strukturierung der Dateisysteme</div>"	
<div>Was ist der Master Boot Record?</div>	"<div>Befindet sich im ersten Sektor des Datenträgers </div>
<div>• MBR beinhaltet die Beschreibung von bis zu vier
Partitionen </div>
<div>3 Primary File System Partitionen</div>
<div>1 Secondary File System Partition</div>
<div>&nbsp;– Diese beinhaltet
bei Bedarf weitere Partitionen </div>
<div>– Adressierung über Partitionstabelle ähnlich dem MBR</div>"	
"<div>Welche Daten über Partionen
Stehen im MBR?</div>"	"<div>• MBR beinhaltet die Beschreibung von bis zu vier
Partitionen </div>
<div>– Start- und Ende-Adresse – Anzahl an Sektoren – Typ der
Partition – Flags</div>"	
"<div>Wie ist eine GUID Partition
Table aufgebaut?</div>"	"<img src=""paste-bd565bca5153654b2b7b2794cebb497184a84a4c.jpg"">"	
"<div>Was sthet in der GUID Partion
Table GPT?</div>"	"<div>Enthält MBR (Protective MBR) mit einem Partitionseintrag zur
Rückwärtskompatiblität</div>
<div>• GPT Header</div>
<div>• Primäre GUID-Partitionstabelle</div>
<div>Partitionen </div>
<div>• Backup des GPT Headers und der Partition Table</div>"	
"<div>Welche inhalte hat der GPT
Header`</div>"	"<div>– Position und Größe der Partition Table </div>
<div>– Checksum über Header und Partition Table </div>
<div>– Start- und Ende-Adresse des gesamten Partitionsbereiches</div>"	
"<div>Was sehet um Primären
GUID-Partitionstabelle?</div>"	<div>– Start- und Ende-Adresse – Typ – Name – Flags – GUID Value</div>	
"<div>Wie
ist der MFT Strukturiert?</div>"	"<div><b>Ist eine relationale Datenbank </b></div>
<div><b>– Beinhaltet zeilenweise Einträge für Dateien und
Verzeichnisse </b></div>
<div><b>– Beinhaltet spaltenweise Einträge für Datei-Attribute </b></div>
<div><b>– Einträge sind 1024 Byte groß</b></div>"	
"<div><b>Wer legt das MFT an und auf was
bezieht sich ein MFT`?</b></div>"	"<div><b>Wird für die jeweilige Partition vom Betriebssystem
angelegt</b></div>"	
"<div><b>Was ist das besondere an der MFT
Zone?</b></div>"	"<div><b>– Schützt die MFT vor Fragmentierung</b></div>
<div><b>&nbsp;– Standardmäßig
werden 12,5% des Volumes exklusiv für MFT reserviert (MFT Zone)</b></div>"	
"<div><b>Dürfen normale Dateien in die MFT
Zone geschrieben werden?</b></div>"	"<div><b>MFT Zone wird nicht für Speicherung von Dateien
verwendet, außer das Volume hat sonst keine freien Speicherbereiche mehr</b></div>
<div><b>• Volumes mit wenigen großen Dateien schreiben zuerst den
nichtreservierten Bereich voll </b></div>
<div><b>• Volumes mit vielen kleinen Dateien schreiben zuerst die
MFT Zone voll</b></div>"	
"<div><b>Was ist ein MFT Entry (File
Record)</b></div>"	"<div><b>Enthält Informationen zu jeder Datei/Verzeichnis
innerhalb der Partition.</b></div>
<div><b>&nbsp;– Flags (Wie zum
Beispiel Verschlüsselung) </b></div>
<div><b>– Dateityp </b></div>
<div><b>– Länge </b></div>
<div><b>– Daten bzw. Pointer zu den Clustern (Run-List)</b></div>
<div><b>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Wenn•
700 Byte werden die Daten möglicherweise innerhalb der MFT gespeichert</b></div>
<div><b>• Wird eine Datei gelöscht wird der Eintrag in der MFT
nicht sofort gelöscht.</b></div>"	
"<div><b>Welche Arten von Zeitstempeln
kenn Mricrosoft NTFS?</b></div>"	"<div><b>Creation Time</b> – Wann die Datei erstellt wurde. </div>
<div><b>• Modified Time </b>– Wann wurde der Inhalt der
Datei/Verzeichnis modifiziert. </div>
<div>• <b>MFT Modified Time</b> – Wann wurde der MFT Eintrag
(Metadaten) zuletzt modifiziert. • <b>Access Time</b> – Wann wurde zuletzt auf
diese Datei zugegriffen – (Bei aktuellen Windows Systemen aus
Performancegründen deaktiviert)</div>"	
"<div>Was sind Alternative Data Streams
(ADS)</div>"	"<div>• Ein Data Stream ist eine zusammengehörende Sequenz von
Bytes. </div>
<div>• NTFS unterstützt mehrere Data Streams gleichzeitig. </div>
<div>• Der Name des Data Streams identifiziert ein neues $Data
Attribut der Datei. </div>
<div>• Jede Dateien besitzt einen „main“ Data Stream. </div>
<div>• „main“ Data Stream ist für alle Dateisysteme sichtbar. </div>
<div>• Alternative Data Streams sind nur für NTFS sichtbar. Wenn
eine Datei von einem NTFS-Dateisystem auf ein FATDateisystem kopiert wird,
gehen alternative Data Streams verloren.</div>"	
"<div>Für was können ADS missbraucht
werden?</div>"	"<div>• Kann zum „verstecken“ von Daten verwendet werden. </div>
<div>• Ist nicht im Windows Dateiexplorer sichtbar.</div>
<div>&nbsp;• Der MFT Entry
enthält mehrere $DATA Attribute</div>"	
"<div>Was ist der Unterschied zwischen
Sektor und Cluster?</div>"	"<div><b>Sektor:</b></div>
<div>&nbsp;• Daten werden auf
der Festplatte in Sektoren (=Blöcke) gespeichert </div>
<div>• Kleinste Einheit welche vom Betriebssystem adressiert
werden kann </div>
<div>• 512Byte bzw. 4kByte</div>
<div><b>Cluster: </b></div>
<div>• Betriebssystem fasst über das Dateisystem der Partition
mehrere Sektoren zu einen Cluster zusammen </div>
<div>• Clustergröße ist immer ein vielfaches eines Sektors</div>"	
<div>Was ist ein Cluster?</div>	"<div>• Ein Cluster ist eine logische Zusammenfassung von Sektoren
eines Datenträgers.</div>
<div>&nbsp;• Das Dateisystem
kann im Allgemeinen nur vollständige Cluster adressieren. </div>
<div>• Daher belegen Dateien auf einem Datenträger immer eine
ganzzahlige Menge von Clustern.</div>"	
<div>Je größer der Cluster desto?</div>	"<div>– desto weniger Verwaltungsaufwand muss für große Dateien
aufgewendet werden</div>
<div>&nbsp;– desto geringer wird
die Fragmentierung einer Datei </div>
<div>– jedoch, sind größere Cluster im Hinblick auf die
rationelle Ausnutzung des Speicherplatzes eines Datenträgers nachteilig,
insbesondere bei der Speicherung einer großen Zahl kleiner Dateien.</div>"	
<div>Was ist File-Slack?</div>	"<div>• freier Speicherbereich innerhalb eines Clusters </div>
<div>• File-Slack = RAM-Slack + Drive-Slack</div>"	
<div>Was ist Ram-SLACK?</div>	"<div>• Letzter Sektor einer Datei wird aufgefüllt </div>
<div>• Willkürlich Daten aus dem RAM verwendet (früher)</div>"	
<div>Was ist Drive-Slack?</div>	<div>• Bestehende Daten; werden nicht überschrieben</div>	
"<div>Was sind Ursachen für
Fragmentierung?</div>"	"<div>• Dateiänderung – Vergrößerung – Verkleinerung – Löschung</div>
<div>&nbsp;• Geringer
Speicherplatz = Hoher Fragmentierungsgrad</div>"	
RAM/DRIVE/FILE Slack visualisiert	"<img src=""paste-e92c94ff56fedce9d1371925413759eae02d45d6.jpg"">"	
"<div>Welche Spuren können bei der
IT-Forensik analysiert werden?</div>"	"<div>• Datei-Download </div>
<div>• Ausführen von Programmen </div>
<div>• Öffnen von Dateien / Verzeichnissen </div>
<div>• Ehemals existente Dateien </div>
<div>• Positionsdaten </div>
<div>• Externe Geräte (USB Devices) </div>
<div>• Anmeldeinformationen</div>
<div>&nbsp;• Internet Browser</div>"	
"<div>Welche Art von Daten kann
wiederhergestellt werden ?</div>"	"<div><b>• Partition –</b> Ganze System- oder Datenpartition einer
Festplatte</div>
<div>&nbsp;• <b>Daten aus dem
Dateisystem</b> – Dokumente, Bilder, Videos, Audio-Dateien, …</div>
<div>&nbsp;•<b> Anwendungsdaten</b>
– Mails aus OST-/PST-Dateien – Einträge aus Datenbanken</div>"	
<div>Was ist eine Dateierweiterung?</div>	"<div>Eine Dateierweiterung ist der Teil des Dateinamens, der
hinter dem letzten Punkt steht. Sie dient als Indikator für die Art der Datei
und wird von Betriebssystemen verwendet, um zu entscheiden, welches Programm
zum Öffnen der Datei verwendet werden soll. Beispielsweise deuten .txt, .jpg,
oder .docx darauf hin, dass es sich um eine Textdatei, ein JPEG-Bild oder ein
Microsoft Word-Dokument handelt.</div>
<div>Dateierweiterungen sind für Benutzer leicht sichtbar und
können manuell geändert werden, was jedoch in der Regel nichts am eigentlichen
Inhalt oder Typ der Datei ändert. Eine Änderung der Erweiterung kann dazu
führen, dass das Betriebssystem die Datei nicht mehr korrekt öffnen kann, da
die zugeordnete Anwendung nicht zum tatsächlichen Dateiformat passt.</div>"	
<div>Was ist ein Dateityp?</div>	"<div>Der Dateityp hingegen beschreibt das tatsächliche Format und
die Struktur der Daten innerhalb der Datei. Der Dateityp wird normalerweise
durch die Dateisignatur oder den Dateiheader bestimmt, wie vorher erläutert.
Diese internen Markierungen sind weniger anfällig für manuelle Änderungen, da
sie sich im Binärinhalt der Datei befinden.</div>
<div>Der Dateityp bestimmt, wie die Daten kodiert, gespeichert
und gelesen werden und ist entscheidend dafür, ob Software in der Lage ist, die
Datei korrekt zu verarbeiten. Unabhängig von der Dateierweiterung bleibt der
Dateityp derselbe, es sei denn, die Datei wird mit entsprechender Software
konvertiert.</div>"	
<div>Was ist eine Dateisignatur?</div>	"<div>Eine Dateisignatur, auch bekannt als ""magic
number"" oder ""magic bytes"", ist eine spezifische Folge von Bytes
am Anfang einer Datei, die den Dateityp identifiziert. Diese Signaturen sind
wie eine Art ""digitaler Fingerabdruck"", der Aufschluss darüber gibt,
mit welchem Dateiformat oder Dateityp man es zu tun hat. Diese Informationen
sind besonders nützlich in der Forensik, um Dateien zu kategorisieren und
gegebenenfalls zu reparieren oder zu analysieren, selbst wenn die Dateierweiterung
manipuliert oder gelöscht wurde. Beispielsweise hat eine JPEG-Datei
typischerweise die Dateisignatur FF D8 FF, während eine PDF-Datei mit %PDF
beginnt. Diese Signaturen helfen Ermittlern, Dateien korrekt zu identifizieren,
auch wenn Nutzer versucht haben, durch Umbenennung einer Datei zu verschleiern,
was sie wirklich ist.</div>"	
<div>Was ist ein Dateiheader?</div>	"<div>Ein Dateiheader ist ein Abschnitt einer Datei, der am Anfang
platziert ist und Metadaten </div>
<div>über die Datei enthält. Diese Metadaten können Informationen
wie Dateigröße, Dateischöpfungsdatum, Softwareversion, die die Datei erzeugt
hat, oder andere spezifikationsspezifische Daten umfassen. Dateiheader sind
wichtig, weil sie nicht nur den Dateityp bestätigen können, sondern auch
zusätzliche Kontextinformationen liefern können, die in einer digitalen
Untersuchung von Bedeutung sein können. Im Bereich der Forensik werden
Dateiheaders verwendet, um Anomalien oder Abweichungen festzustellen. Wenn der
Header einer Datei nicht mit der Dateisignatur oder mit der erwarteten internen
Struktur übereinstimmt, könnte dies ein Hinweis auf Manipulation oder korrupte
Dateien (zB Durch Recovery) sein.</div>"	
<div>Was ist File Carving?</div>	"<div>• File Carving ist eine forensische Technik zum
Wiederherstellen von Dateien. </div>
<div>• Die Wiederherstellung basiert auf File-Strukturen und
deren Inhalt und nicht auf Metadaten des Filesystems.</div>"	
"<div>Was ist der Sinn und Zweck von
Filecarving?</div>"	"<div>Wiederherstellung von Dateien </div>
<div>– basiert auf File Struktur</div>
<div>&nbsp;– bei unbekannter
Filesystem-Struktur </div>
<div>– bei manipulierten/gelöschten Filesystem-Metadaten</div>"	
"<div>Welche Arten von File Carving gibt
es?</div>"	"<div>Header / Footer Carving</div>
<div>Header/Embedded Length Carving</div>
<div>Header/Maximum Size Carving</div>"	
<div>Was ist&nbsp; Header / Footer Carving</div>	"<div>• Identifikation von Header und Footer über Erkennung
spezieller Byte-Zeichenfolgen </div>
<div>• Byte-Zeichen dazwischen werden als Datei interpretiert</div>"	
"<div>Was ist Header/Embedded Length
Carving</div>"	"<div>• Identifiziert Header einer Datei </div>
<div>• Datei wird über Länge, die im Dateiheader angegeben ist
identifiziert</div>"	
<div>Was ist Header/Maximum Size Carving</div>	"<div>• Identifiziert Header einer Datei</div>
<div>&nbsp;• Datei wird über
angenommene Länge des Dateityps identifiziert </div>
<div>• Länge basiert auf Erfahrungswerten und führt oft zu sehr
großen Dateien</div>"	
<div>Was sind Probleme bei File Carving?</div>	"<div>Viele unterschiedliche Dateiformate welche bei der
Wiederherstellung erkannt werden müssen</div>
<div>Fragmentierung</div>
<div>• Identifikation relevanter Daten</div>
<div>• Zeitaufwand und Komplexität =&gt; Bit für bit lesen ist
langsam</div>
<div>• Integrität der Dateien kann nicht gewährleistet werden</div>"	
"<div>Welche Vor/Nachteile bietet die
Analyse mit nicht forensischer Software (z.B. TreeSize, Windows Explorer, …)</div>"	"<div><b>Vorteile</b>: • Sehr flexible einsetzbar. Geringe Kosten.
• Einfach bedienbar.</div>
<div><b>Nachteile:</b></div>
<div>• Analyse basierend auf Dateiendungen (XYZ.docx). Keine
Typverifizierung möglich.</div>
<div>• Möglicherweise Probleme mit zu langen Pfaden.</div>
<div>• Unter Umständen versteckte Dateien nicht sichtbar bzw.
Dateien im ADS nicht sichtbar.</div>
<div>• Keine automatische Analyse von Dateien in Archiven
möglich.</div>
<div>• Möglicherweise Probleme mit den Zugriffsrechten.</div>"	
"<div>Welche Vor/Nachteile bietet die
Analyse mit&nbsp; forensischer Software</div>"	"<div><b>Vorteile</b></div>
<div>• Analyse basierend auf tatsächlichem Dateityp möglich.</div>
<div>&nbsp;•
Dateiwiederherstellung von gelöschten Dateien möglich.</div>
<div>&nbsp;• Keine Probleme mit
zu langen Pfaden. </div>
<div>• Analyse von Dateien innerhalb von Archiven möglich. </div>
<div>• Identifikation von versteckten Dateien (z.B. ADS) </div>
<div>• Keine Einschränkungen durch Zugriffsrechte.</div>
<div><b>Nachteile:</b> • Kosten • Durchlaufzeit</div>"	
"<div>Auf welche Art können Daten
Gesichert werden?</div>"	"<div>•<b>
Collection</b>: Mitnahme bzw. Ausbau des gesamten Geräts oder Datenträgers </div>
<div>• <b>Acquisition</b>:
Datensicherung des Datenträgers bzw. Geräts</div>"	
